alert_id,timestamp,incident_priority,alert_type,cve_score,ip_reputation_score,login_attempts,cpu_usage_percent,memory_usage_percent,payload_size,source_ip,user_role,system_context,geolocation
ALERT_0002710,2023-04-05 09:41:43.986708,Medium,Brute Force,5.4,60.7,,45.6,52.7,2556.0,,Support,Web Server,
ALERT_0007032,2023-08-29 15:51:14.203407,Low,Malware,0.0,37.6,2.0,38.4,42.4,1538.0,136.190.230.135,Finance,Web Server,Kazakhstan
ALERT_0001313,2023-02-16 14:29:21.205101,Low,DDoS,1.9,72.9,1.0,76.9,67.0,1001.0,38.16.176.201,Developer,API Gateway,Norway
ALERT_0003449,2023-05-02 11:46:57.984473,Low,Brute Force,0.3,36.6,2.0,44.8,45.8,,,Developer,Endpoint,American Samoa
ALERT_0003813,2023-05-13 04:49:39.497199,Medium,Brute Force,6.1,40.7,9.0,70.6,56.7,1004.0,12.169.148.66,Developer,Endpoint,Niger
ALERT_0006086,2023-07-26 18:44:42.439572,Low,DDoS,2.9,61.1,1.0,24.4,8.1,,,Developer,Web Server,Comoros
ALERT_0007439,2023-09-12 07:46:12.901585,Low,,0.4,81.4,2.0,,29.4,0.0,,Finance,Endpoint,Reunion
ALERT_0002363,2023-03-24 18:43:23.342614,Critical,Phishing,8.0,48.5,32.0,,74.1,8374.0,,Developer,Web Server,Solomon Islands
ALERT_0001976,2023-03-12 16:31:32.215462,Low,,1.0,74.0,2.0,36.1,20.8,3123.0,,Support,Endpoint,Martinique
ALERT_0003515,2023-05-03 15:39:29.855368,Low,,0.0,81.3,1.0,40.1,25.3,2938.0,,Finance,Cloud Instance,Burundi
ALERT_0001762,2023-03-05 00:21:47.336409,Low,,0.9,52.6,1.0,21.7,63.3,1292.0,133.246.98.86,Support,Endpoint,
ALERT_0005402,2023-07-04 07:08:37.586644,Low,Malware,,30.9,1.0,73.8,64.8,439.0,,Contractor,Database,Switzerland
ALERT_0002740,2023-04-06 10:00:02.450285,Low,Malware,2.5,39.1,1.0,71.8,,956.0,93.163.61.249,,API Gateway,Sri Lanka
ALERT_0005638,2023-07-11 18:55:16.303180,Low,,0.0,41.4,5.0,0.0,,,,,Database,Madagascar
ALERT_0007449,2023-09-12 12:58:23.603382,Low,,2.1,13.5,1.0,33.7,18.2,1917.0,96.68.30.84,Support,API Gateway,Guernsey
ALERT_0002473,2023-03-29 04:09:17.071712,Low,Phishing,1.7,49.0,1.0,53.0,53.0,579.0,64.196.1.7,Finance,Database,United Kingdom
ALERT_0006739,2023-08-17 16:35:11.332162,Low,Phishing,0.8,46.9,1.0,,29.7,1202.0,18.99.130.111,Finance,API Gateway,Ireland
ALERT_0004008,2023-05-19 03:48:45.217378,Low,Malware,1.2,51.3,,47.9,44.8,2304.0,,Finance,API Gateway,Luxembourg
ALERT_0004719,2023-06-11 19:00:03.140605,Medium,Brute Force,6.1,33.0,10.0,60.8,60.1,2856.0,,Developer,Database,South Africa
ALERT_0006178,2023-07-29 20:57:57.919939,Low,Phishing,0.9,81.6,1.0,44.8,70.4,538.0,,,Cloud Instance,Martinique
ALERT_0001494,2023-02-23 08:10:38.957702,Low,,1.7,33.3,1.0,24.7,86.8,,,,Endpoint,Swaziland
ALERT_0004207,2023-05-26 05:51:51.151334,Low,Phishing,1.9,89.0,3.0,15.3,53.6,1403.0,,Developer,Database,Netherlands
ALERT_0006372,2023-08-05 07:08:35.830886,Medium,Malware,1.4,42.3,6.0,56.5,57.9,1823.0,,Finance,Database,Spain
ALERT_0002159,2023-03-18 07:59:10.317819,Medium,Brute Force,6.2,37.4,4.0,59.0,97.8,740.0,77.250.157.139,Finance,Web Server,United States of America
ALERT_0001170,2023-02-11 15:07:49.173921,Medium,Brute Force,2.4,36.2,7.0,,55.5,1159.0,,Support,Web Server,Poland
ALERT_0007228,2023-09-04 11:33:26.844264,Low,Malware,4.0,42.9,1.0,42.3,57.0,0.0,,,Web Server,Cape Verde
ALERT_0000233,2023-01-08 22:32:52.346755,Low,Brute Force,1.6,62.4,1.0,25.7,55.7,1147.0,117.115.26.40,Admin,API Gateway,Wallis and Futuna
ALERT_0000067,2023-01-03 00:27:18.848342,Low,Phishing,2.2,65.2,4.0,20.4,69.5,376.0,86.226.233.193,Support,API Gateway,Grenada
ALERT_0001604,2023-02-27 15:47:31.921219,Low,DDoS,0.2,50.3,3.0,12.5,51.3,346.0,20.217.156.207,Contractor,API Gateway,Sweden
ALERT_0006169,2023-07-29 16:19:41.885906,Low,DDoS,1.5,87.1,5.0,23.1,21.2,1888.0,,Admin,,
ALERT_0003284,2023-04-26 11:57:24.525927,Low,Malware,0.5,52.8,1.0,35.0,44.0,1536.0,,Support,,Sierra Leone
ALERT_0003597,2023-05-06 17:42:51.448277,Low,Malware,2.0,48.2,1.0,12.2,,1709.0,,Finance,Endpoint,Serbia
ALERT_0006289,2023-08-02 21:42:36.855105,Low,Phishing,0.6,54.7,4.0,0.0,74.5,1040.0,,Finance,Database,Solomon Islands
ALERT_0004633,2023-06-08 17:47:53.117236,Low,Phishing,,63.7,2.0,,,1590.0,,Developer,Web Server,Seychelles
ALERT_0000126,2023-01-04 22:30:17.274456,Low,DDoS,1.7,59.9,2.0,40.1,,96.0,,Support,API Gateway,Zambia
ALERT_0006230,2023-08-01 00:23:24.121248,Low,Phishing,2.2,55.5,3.0,10.5,62.5,1473.0,133.90.156.79,Support,Endpoint,Nepal
ALERT_0005351,2023-07-02 10:05:00.649367,Low,,0.0,28.6,1.0,17.1,48.2,,85.213.225.169,Support,API Gateway,Canada
ALERT_0001297,2023-02-16 05:47:51.680288,Medium,Brute Force,5.2,32.3,3.0,86.1,100.0,1630.0,,Admin,Database,Micronesia
ALERT_0001977,2023-03-12 16:36:50.298250,Low,,2.0,79.8,3.0,35.1,,2591.0,,Finance,Web Server,Comoros
ALERT_0007229,2023-09-04 12:06:04.076874,Low,,0.0,8.6,1.0,27.7,54.3,182.0,,Support,Endpoint,Costa Rica
ALERT_0007173,2023-09-02 11:51:40.776417,Low,Phishing,1.1,71.8,1.0,66.0,58.7,2631.0,,Finance,,Uganda
ALERT_0002076,2023-03-15 23:27:28.597147,Low,Brute Force,1.7,57.5,1.0,45.0,,1676.0,,Developer,Cloud Instance,Sierra Leone
ALERT_0004581,2023-06-07 00:30:49.840457,Medium,,4.3,39.6,5.0,70.1,58.4,,8.129.77.130,Admin,,Malaysia
ALERT_0005751,2023-07-14 19:15:34.422710,Medium,Data Exfiltration,4.2,67.9,12.0,56.0,55.9,2133.0,,Support,Endpoint,Syrian Arab Republic
ALERT_0007552,2023-09-15 06:02:10.007788,Low,,0.2,62.2,1.0,66.7,15.4,1102.0,112.12.247.179,,Endpoint,
ALERT_0003087,2023-04-19 05:57:03.443027,Low,Malware,0.0,80.2,3.0,42.5,47.9,1213.0,,,Web Server,Portugal
ALERT_0006946,2023-08-25 20:43:31.334142,Low,DDoS,0.4,61.4,1.0,69.4,24.4,1166.0,,Finance,Cloud Instance,Tanzania
ALERT_0003346,2023-04-28 17:00:37.230848,Low,,1.5,62.6,1.0,22.1,62.1,,34.151.67.111,Finance,Web Server,Bosnia and Herzegovina
ALERT_0007148,2023-09-01 17:34:06.443502,Low,Phishing,1.6,64.1,1.0,28.9,34.4,,13.199.147.134,Developer,,Japan
ALERT_0005871,2023-07-19 04:57:03.788539,Low,DDoS,1.4,83.1,1.0,34.1,,0.0,,Finance,Web Server,French Polynesia
ALERT_0006507,2023-08-09 21:43:16.706286,Low,Phishing,4.1,50.9,1.0,48.0,33.1,671.0,,Developer,Web Server,Congo
ALERT_0002798,2023-04-08 13:30:14.297377,Low,,0.1,43.5,1.0,52.7,,675.0,22.37.200.237,Contractor,Endpoint,Morocco
ALERT_0000919,2023-02-03 02:08:41.993500,Low,Phishing,,79.8,1.0,42.2,71.7,2334.0,,Support,Cloud Instance,Egypt
ALERT_0001647,2023-02-28 20:49:55.930027,Low,,0.0,34.0,1.0,56.2,47.9,940.0,,Developer,API Gateway,Jamaica
ALERT_0005123,2023-06-24 10:31:47.158743,Low,Data Exfiltration,0.6,55.6,1.0,,43.0,952.0,,,Endpoint,South Georgia and the South Sandwich Islands
ALERT_0005127,2023-06-24 12:12:26.096753,Medium,DDoS,2.2,23.9,,75.8,53.7,,,Support,Web Server,Nigeria
ALERT_0004979,2023-06-20 05:19:49.629162,Low,Data Exfiltration,2.0,63.3,1.0,45.3,56.7,775.0,,Support,API Gateway,Bolivia
ALERT_0005432,2023-07-05 00:25:36.842543,Low,,0.4,54.5,1.0,63.6,39.1,1398.0,,Support,Web Server,Bangladesh
ALERT_0006843,2023-08-21 20:11:58.891324,Low,,,52.8,1.0,16.4,17.8,726.0,184.2.30.246,Contractor,Database,Norfolk Island
ALERT_0004622,2023-06-08 11:56:05.902253,Medium,Brute Force,1.3,69.3,,69.9,,,97.165.181.2,Admin,API Gateway,Jordan
ALERT_0006810,2023-08-20 06:58:35.045635,Low,Malware,0.0,66.7,1.0,45.1,55.5,0.0,80.60.208.249,,Cloud Instance,Svalbard & Jan Mayen Islands
ALERT_0000365,2023-01-13 13:59:28.003778,Low,,0.8,42.8,2.0,44.2,40.3,2141.0,83.99.213.17,,Database,Iceland
ALERT_0003288,2023-04-26 17:13:55.039083,Low,Phishing,1.2,77.5,1.0,47.9,55.3,1953.0,99.20.141.43,Admin,Database,Cyprus
ALERT_0002126,2023-03-17 11:16:54.869618,Low,Malware,2.2,65.8,2.0,42.5,45.0,845.0,159.220.73.88,Finance,Web Server,Nauru
ALERT_0004124,2023-05-23 11:11:14.054119,Low,Malware,,38.5,1.0,59.3,81.3,445.0,66.131.112.190,Admin,Web Server,
ALERT_0004570,2023-06-06 18:03:15.973368,Low,Phishing,1.3,52.0,5.0,9.0,57.1,463.0,121.115.131.239,,API Gateway,Sudan
ALERT_0000526,2023-01-19 19:03:54.895655,Low,Brute Force,,55.0,,0.0,32.7,1475.0,,Finance,Endpoint,Saint Helena
ALERT_0004822,2023-06-15 06:39:05.587768,Low,,3.0,40.7,3.0,,,219.0,46.50.142.155,Contractor,Database,Thailand
ALERT_0000056,2023-01-02 15:08:57.322177,Low,Malware,0.6,34.7,1.0,48.8,,1594.0,,Finance,Database,Spain
ALERT_0000639,2023-01-24 06:25:58.607181,Low,Malware,0.8,61.7,1.0,35.0,42.0,837.0,,,Database,Falkland Islands (Malvinas)
ALERT_0000303,2023-01-11 19:36:49.363355,Low,Phishing,3.1,26.8,4.0,,27.5,0.0,181.243.148.179,Developer,Database,Tunisia
ALERT_0002767,2023-04-07 05:24:56.241324,Low,Brute Force,,64.7,4.0,52.9,63.7,1142.0,,Contractor,,Indonesia
ALERT_0005812,2023-07-17 05:03:05.555791,Medium,Phishing,2.6,84.4,4.0,39.3,73.0,1093.0,,,Endpoint,Sierra Leone
ALERT_0001277,2023-02-15 22:00:29.417828,Low,,2.7,58.8,3.0,35.6,35.4,2230.0,93.221.61.95,,Web Server,Nepal
ALERT_0007492,2023-09-13 11:53:16.482769,Medium,Malware,0.4,8.9,,26.9,,1633.0,,Support,Web Server,Papua New Guinea
ALERT_0004721,2023-06-11 23:50:36.495954,Low,Phishing,2.8,78.5,1.0,5.7,,2267.0,170.216.66.96,,API Gateway,Tonga
ALERT_0002056,2023-03-15 06:58:27.835296,Low,Brute Force,2.0,54.4,3.0,,,251.0,,Support,Database,Grenada
ALERT_0005377,2023-07-03 14:03:31.109743,Low,Malware,,48.8,1.0,39.6,22.4,885.0,91.197.101.35,Developer,Database,Kiribati
ALERT_0005146,2023-06-25 07:10:23.373272,Low,DDoS,0.7,67.3,7.0,67.6,38.1,0.0,201.23.68.248,Developer,Web Server,Tajikistan
ALERT_0004433,2023-06-02 15:26:02.578663,Low,Malware,1.0,68.2,1.0,55.0,41.9,2153.0,218.243.130.37,Admin,API Gateway,Somalia
ALERT_0003645,2023-05-08 08:38:46.416088,Low,Malware,2.4,70.9,1.0,25.7,100.0,3173.0,117.215.62.159,Contractor,Cloud Instance,
ALERT_0004144,2023-05-24 05:56:29.036456,Low,,2.4,41.1,1.0,14.2,66.9,248.0,,,Database,Norfolk Island
ALERT_0002879,2023-04-11 15:03:45.701693,Medium,Malware,5.4,27.4,,57.1,78.4,5444.0,93.77.249.154,,Web Server,Brazil
ALERT_0004203,2023-05-26 05:05:43.776774,Low,Malware,0.3,48.8,,64.6,56.1,0.0,,Finance,Database,Lithuania
ALERT_0006494,2023-08-09 13:37:15.100149,High,Data Exfiltration,2.9,79.0,21.0,80.7,100.0,4725.0,,Finance,Web Server,Denmark
ALERT_0005176,2023-06-26 14:10:34.637858,Low,Malware,4.0,79.4,1.0,26.5,40.6,799.0,,Developer,API Gateway,Cape Verde
ALERT_0002287,2023-03-22 10:55:28.075155,Low,,2.9,49.2,1.0,27.8,49.3,493.0,,,API Gateway,Greece
ALERT_0002262,2023-03-21 14:33:33.961778,Medium,Phishing,4.8,18.3,,,43.6,2620.0,146.169.184.236,Support,Web Server,Korea
ALERT_0005241,2023-06-29 00:05:26.379144,Low,DDoS,0.3,64.6,3.0,84.6,36.1,147.0,123.198.229.247,Contractor,Web Server,Serbia
ALERT_0007122,2023-09-01 02:07:52.351155,Medium,Malware,2.8,58.3,7.0,94.7,76.2,3625.0,,Support,Web Server,Georgia
ALERT_0002297,2023-03-22 20:00:59.738242,Low,DDoS,1.6,71.3,2.0,7.7,81.3,2056.0,,Contractor,Endpoint,Vietnam
ALERT_0005933,2023-07-21 03:40:52.117322,Low,Brute Force,,68.0,1.0,16.8,73.0,11.0,204.151.214.2,Developer,Web Server,Iraq
ALERT_0001754,2023-03-04 20:18:16.197787,Low,,0.3,85.0,1.0,45.5,47.3,1905.0,81.245.160.90,Contractor,Endpoint,Swaziland
ALERT_0005198,2023-06-27 10:06:58.243411,Low,Brute Force,2.3,70.7,2.0,35.5,55.1,,,,Web Server,
ALERT_0001969,2023-03-12 11:08:06.724873,Low,Brute Force,0.4,65.1,6.0,41.9,62.3,1036.0,,Developer,Web Server,Tuvalu
ALERT_0006955,2023-08-26 07:17:12.530694,Low,,0.0,50.2,1.0,45.8,77.0,3204.0,208.21.65.61,,Cloud Instance,Chile
ALERT_0003118,2023-04-20 09:04:06.122288,Low,,2.3,14.0,2.0,30.0,46.1,1313.0,,Finance,Cloud Instance,Venezuela
ALERT_0002394,2023-03-25 21:23:41.592236,Medium,Phishing,1.9,51.3,10.0,59.4,82.6,3243.0,163.13.180.54,,Endpoint,China
ALERT_0000524,2023-01-19 18:43:14.809126,Low,Phishing,2.0,33.2,1.0,15.4,37.1,,,,API Gateway,Madagascar
ALERT_0006377,2023-08-05 08:21:28.397727,Low,,2.2,63.8,5.0,32.1,55.8,95.0,182.87.84.174,Developer,Web Server,
ALERT_0006789,2023-08-19 09:11:52.673799,Low,DDoS,0.8,50.6,1.0,42.3,61.1,,63.60.142.142,,,
ALERT_0005525,2023-07-07 14:07:08.287627,Low,Phishing,0.6,77.4,,17.1,26.6,1374.0,,,Web Server,Guam
ALERT_0006678,2023-08-15 20:16:04.278499,Low,Brute Force,,75.9,4.0,,75.0,900.0,,,API Gateway,El Salvador
ALERT_0003901,2023-05-16 08:55:07.063679,Medium,DDoS,2.6,70.4,6.0,56.0,86.0,1368.0,31.0.174.4,Finance,,Togo
ALERT_0007455,2023-09-12 14:55:40.766989,Medium,Brute Force,1.7,47.4,7.0,76.1,50.2,1449.0,,Finance,,Anguilla
ALERT_0004700,2023-06-10 20:28:06.905280,Low,,3.7,44.6,3.0,25.8,,567.0,,Developer,Endpoint,Guinea-Bissau
ALERT_0005586,2023-07-10 02:14:14.398940,Low,Malware,,34.8,1.0,72.6,36.7,0.0,128.234.82.73,Developer,Cloud Instance,
ALERT_0007064,2023-08-30 12:22:13.134710,Low,,4.7,60.6,6.0,8.8,54.7,,196.132.106.115,Finance,Web Server,
ALERT_0003123,2023-04-20 13:16:25.626662,Low,Brute Force,,61.3,1.0,29.8,72.0,859.0,,Support,Endpoint,Morocco
ALERT_0006778,2023-08-18 22:09:53.902104,Low,Malware,,79.6,4.0,25.5,91.1,1032.0,33.148.235.96,Finance,Database,Sri Lanka
ALERT_0004157,2023-05-24 19:01:10.397696,Low,Data Exfiltration,0.8,80.9,1.0,5.7,0.1,229.0,,,Database,United States Minor Outlying Islands
ALERT_0001970,2023-03-12 13:40:38.672168,Low,Phishing,1.2,30.1,1.0,13.6,34.7,7735.0,141.73.53.83,Finance,Endpoint,Iran
ALERT_0000672,2023-01-25 06:54:19.598238,Medium,Phishing,2.1,81.4,4.0,,68.7,,,Developer,Web Server,Montserrat
ALERT_0004189,2023-05-25 21:28:56.262113,Low,,0.1,69.6,1.0,20.6,,1489.0,22.184.102.147,,Database,Libyan Arab Jamahiriya
ALERT_0000667,2023-01-25 03:10:41.261331,Medium,Malware,7.1,61.1,1.0,72.2,,1491.0,74.38.193.234,Contractor,Web Server,Serbia
ALERT_0007717,2023-09-21 01:51:01.293986,Low,Phishing,1.7,58.7,2.0,,88.5,,201.128.160.27,,Database,Slovakia (Slovak Republic)
ALERT_0001888,2023-03-09 07:36:34.871873,Low,DDoS,0.0,79.4,2.0,60.6,72.9,283.0,146.252.190.176,Support,Cloud Instance,Gabon
ALERT_0003267,2023-04-25 17:32:28.424605,High,Brute Force,8.0,53.7,,83.7,74.9,,43.180.181.54,Admin,,Ireland
ALERT_0000281,2023-01-11 06:47:07.643496,High,Phishing,7.6,49.4,10.0,100.0,82.3,,16.46.123.55,,Web Server,Saudi Arabia
ALERT_0001720,2023-03-03 11:49:01.750759,Low,Malware,0.0,45.2,1.0,44.5,,2456.0,210.211.156.105,Contractor,Web Server,Cote d'Ivoire
ALERT_0002948,2023-04-13 11:33:08.117625,Low,Brute Force,,61.1,2.0,,83.5,1107.0,,Support,,
ALERT_0004456,2023-06-03 01:54:04.823740,Medium,Data Exfiltration,5.8,61.5,7.0,63.9,43.0,2069.0,150.204.128.68,Support,Endpoint,Madagascar
ALERT_0000900,2023-02-02 09:13:31.651258,Low,Phishing,0.9,31.6,1.0,40.8,56.8,2518.0,24.68.16.168,Contractor,Endpoint,Netherlands Antilles
ALERT_0006032,2023-07-25 00:47:25.976043,Low,Malware,1.7,77.8,,23.2,50.4,668.0,,Developer,,Belarus
ALERT_0007745,2023-09-21 16:47:13.642666,Low,Brute Force,0.1,72.3,1.0,,43.2,16.0,52.195.160.254,Contractor,Endpoint,Iceland
ALERT_0006091,2023-07-26 23:58:32.749715,Medium,Phishing,3.9,34.8,4.0,48.3,80.2,5136.0,62.122.229.41,Support,Database,Austria
ALERT_0007013,2023-08-28 12:45:21.665883,Medium,Phishing,0.8,0.0,5.0,49.1,100.0,1620.0,170.96.183.180,,Web Server,Solomon Islands
ALERT_0000761,2023-01-28 14:51:02.935646,Low,Malware,2.0,78.7,2.0,11.2,36.2,888.0,,Finance,Web Server,Gabon
ALERT_0006255,2023-08-01 17:16:40.065795,Low,,0.5,72.4,1.0,7.4,52.9,0.0,,Support,API Gateway,China
ALERT_0001907,2023-03-09 21:53:15.993628,Low,Brute Force,,40.5,2.0,19.9,27.2,2317.0,,Support,Cloud Instance,Uzbekistan
ALERT_0004043,2023-05-20 06:50:08.422032,Low,Phishing,3.5,45.2,1.0,,0.0,628.0,217.69.17.244,,Endpoint,Ecuador
ALERT_0003824,2023-05-13 20:00:37.322842,Medium,,7.1,16.9,4.0,65.8,88.2,2805.0,,Finance,API Gateway,Holy See (Vatican City State)
ALERT_0004139,2023-05-24 03:27:27.642739,Medium,Malware,1.6,71.1,6.0,54.5,100.0,5291.0,118.125.12.131,Developer,Endpoint,Saint Helena
ALERT_0003819,2023-05-13 11:49:09.103118,Low,DDoS,1.8,69.4,1.0,16.0,59.5,3171.0,93.34.29.27,Developer,Database,Japan
ALERT_0006270,2023-08-02 02:02:02.279973,Low,Brute Force,,87.1,1.0,26.0,50.9,2586.0,,Support,Endpoint,British Indian Ocean Territory (Chagos Archipelago)
ALERT_0004301,2023-05-29 18:22:09.589588,Low,Phishing,,73.4,,25.8,66.2,62.0,,Developer,Cloud Instance,Belarus
ALERT_0005570,2023-07-09 16:12:24.727737,Low,Malware,0.0,70.0,,33.4,55.2,2979.0,59.102.156.72,Admin,API Gateway,Botswana
ALERT_0006197,2023-07-30 22:53:25.354026,Low,,1.5,63.1,1.0,27.2,,2039.0,,Finance,,Gambia
ALERT_0002594,2023-04-02 04:03:51.372551,Medium,Phishing,4.2,33.3,6.0,57.5,66.0,465.0,170.242.74.152,Finance,Web Server,Poland
ALERT_0004165,2023-05-25 00:44:11.769073,High,Malware,8.9,18.9,13.0,83.7,86.1,2585.0,,,Database,Kiribati
ALERT_0003032,2023-04-17 08:25:09.083330,Low,Malware,1.3,75.3,1.0,66.6,73.1,308.0,81.195.217.254,Support,Cloud Instance,Turkey
ALERT_0005972,2023-07-22 21:43:53.940314,Low,Data Exfiltration,1.4,38.5,1.0,0.0,82.2,1379.0,,Contractor,Cloud Instance,Svalbard & Jan Mayen Islands
ALERT_0003580,2023-05-05 19:14:31.512420,Low,DDoS,2.6,38.3,1.0,29.3,41.9,725.0,15.84.240.136,,Web Server,French Guiana
ALERT_0002833,2023-04-10 01:39:09.602147,Low,Malware,1.2,83.5,1.0,27.3,61.5,234.0,123.15.252.231,Support,Endpoint,Togo
ALERT_0005450,2023-07-05 15:06:44.818902,Low,Brute Force,1.6,58.3,1.0,25.3,47.9,2855.0,104.139.73.9,,API Gateway,Wallis and Futuna
ALERT_0003473,2023-05-02 19:08:22.455432,Low,,1.5,24.4,1.0,0.0,58.9,3518.0,221.150.120.117,Contractor,API Gateway,
ALERT_0006328,2023-08-04 02:09:54.182863,Low,Malware,0.8,36.2,1.0,14.7,46.1,478.0,133.127.201.170,,Database,Mali
ALERT_0000138,2023-01-05 11:51:23.593070,Low,,1.2,90.9,1.0,3.6,70.7,0.0,164.80.144.167,Support,API Gateway,Svalbard & Jan Mayen Islands
ALERT_0004893,2023-06-17 15:07:12.907232,Medium,DDoS,3.6,36.6,5.0,20.7,71.4,1903.0,51.79.161.32,Contractor,Cloud Instance,
ALERT_0002181,2023-03-19 04:36:15.376054,Low,Malware,2.2,80.6,1.0,67.3,100.0,664.0,,Support,Endpoint,Suriname
ALERT_0002129,2023-03-17 12:35:28.292742,Low,,1.4,35.0,6.0,32.9,71.9,,110.164.129.159,,Database,Cambodia
ALERT_0003178,2023-04-22 09:35:10.769358,Low,,2.0,56.6,2.0,35.9,41.2,,,Support,API Gateway,Bermuda
ALERT_0004855,2023-06-16 08:39:45.902412,Medium,DDoS,5.7,52.5,4.0,100.0,80.5,944.0,98.156.21.72,Support,Cloud Instance,Bulgaria
ALERT_0004638,2023-06-08 21:48:08.203309,Low,Phishing,1.9,71.6,2.0,17.0,81.7,2172.0,9.71.31.168,Finance,Web Server,Kazakhstan
ALERT_0005116,2023-06-24 03:11:00.023884,Low,Data Exfiltration,0.7,53.4,1.0,66.1,,1364.0,,,Cloud Instance,Hong Kong
ALERT_0006979,2023-08-27 10:00:48.544221,Low,,3.2,55.9,3.0,26.3,59.6,1385.0,,Developer,Web Server,Guernsey
ALERT_0004262,2023-05-28 12:24:01.829592,Low,Phishing,0.9,46.7,1.0,32.3,41.5,,49.237.247.119,Developer,API Gateway,Suriname
ALERT_0004345,2023-05-31 08:53:03.544975,Low,Malware,1.8,89.8,3.0,9.3,64.7,913.0,94.120.244.15,Finance,API Gateway,Jordan
ALERT_0001332,2023-02-17 03:04:04.965131,Low,DDoS,,74.8,1.0,56.0,75.3,2010.0,214.156.126.230,Admin,Web Server,Djibouti
ALERT_0002018,2023-03-14 04:51:36.583072,Medium,Phishing,3.1,23.8,1.0,71.3,52.6,0.0,,,Database,Saint Kitts and Nevis
ALERT_0004543,2023-06-06 03:27:19.591681,Low,DDoS,0.7,43.2,1.0,34.3,,,,Finance,Web Server,United Kingdom
ALERT_0002483,2023-03-29 07:15:42.188844,Low,DDoS,0.0,66.1,1.0,37.2,69.8,807.0,156.67.18.175,Admin,Web Server,Belarus
ALERT_0001359,2023-02-17 19:19:35.344821,Low,Malware,1.5,70.8,,21.2,30.2,857.0,50.173.164.241,Developer,Web Server,Iran
ALERT_0006942,2023-08-25 15:13:13.042233,Medium,Malware,1.2,51.2,6.0,55.6,67.4,,141.5.251.129,Support,Web Server,Benin
ALERT_0006242,2023-08-01 06:22:23.712726,Low,Malware,,70.3,1.0,,65.4,1789.0,166.102.127.14,Finance,API Gateway,Iran
ALERT_0001330,2023-02-16 23:53:36.715674,Low,Brute Force,2.3,40.2,1.0,,66.5,,,Support,Web Server,Niue
ALERT_0007974,2023-09-28 20:28:35.775828,Low,Phishing,1.6,62.9,1.0,27.0,,87.0,,Developer,Database,Bolivia
ALERT_0006882,2023-08-23 15:13:57.176639,Low,Phishing,4.2,42.6,1.0,0.0,100.0,,,,Database,Senegal
ALERT_0007876,2023-09-25 21:30:21.741635,Low,,0.5,87.7,3.0,85.3,78.9,1778.0,,Finance,Web Server,Israel
ALERT_0002151,2023-03-17 23:31:48.145724,Low,Phishing,1.1,0.7,4.0,17.4,55.6,1085.0,,Developer,Database,Central African Republic
ALERT_0004531,2023-06-05 13:22:34.229463,Low,Phishing,1.1,77.5,5.0,40.6,85.9,465.0,,Admin,Endpoint,Spain
ALERT_0002123,2023-03-17 10:05:56.111076,Medium,Brute Force,5.8,36.6,7.0,62.7,98.6,2655.0,,Contractor,,Guadeloupe
ALERT_0004674,2023-06-10 02:14:04.426016,High,Brute Force,7.0,34.2,17.0,100.0,89.7,2859.0,222.225.253.167,Developer,Cloud Instance,Christmas Island
ALERT_0003982,2023-05-18 10:45:15.320682,Low,Malware,1.6,63.5,8.0,36.9,100.0,0.0,182.252.209.46,Support,Endpoint,Zimbabwe
ALERT_0001253,2023-02-15 04:47:59.994475,Medium,,1.1,17.0,9.0,,,639.0,,,Database,
ALERT_0003279,2023-04-26 05:32:39.559414,Low,Malware,3.1,68.1,1.0,97.6,76.4,1792.0,,Developer,Web Server,Nicaragua
ALERT_0003375,2023-04-30 01:06:45.957905,Low,Malware,0.0,54.9,1.0,32.7,80.4,1935.0,,Finance,Database,Morocco
ALERT_0002815,2023-04-09 04:56:10.327737,Low,Phishing,3.6,68.8,3.0,24.6,80.3,51.0,,Support,Database,Italy
ALERT_0004720,2023-06-11 22:26:42.576191,Low,Data Exfiltration,3.1,51.6,1.0,,,191.0,158.28.52.191,,Cloud Instance,
ALERT_0006545,2023-08-11 06:51:01.972920,High,,,99.2,14.0,96.5,,824.0,,Support,Endpoint,Paraguay
ALERT_0001849,2023-03-08 01:02:38.957012,Medium,Phishing,2.0,31.6,,56.5,46.3,3240.0,,Developer,Web Server,Sudan
ALERT_0004859,2023-06-16 15:06:12.406158,Low,,1.7,57.8,1.0,21.0,46.2,1654.0,,Support,API Gateway,Suriname
ALERT_0003038,2023-04-17 17:04:57.239387,Low,DDoS,2.7,80.7,1.0,44.5,42.6,70.0,,Support,API Gateway,Slovakia (Slovak Republic)
ALERT_0000389,2023-01-14 18:35:07.542261,Low,Phishing,1.3,57.1,6.0,23.1,34.1,938.0,179.24.36.206,Contractor,Web Server,Germany
ALERT_0000236,2023-01-09 01:02:35.346725,Low,Malware,1.6,28.4,1.0,81.1,48.7,1129.0,158.176.46.230,,Database,Tajikistan
ALERT_0001078,2023-02-08 18:06:32.881229,Medium,,5.1,22.7,1.0,50.9,99.2,538.0,,Contractor,Database,Slovenia
ALERT_0001985,2023-03-13 01:13:59.305800,Low,Data Exfiltration,0.0,77.4,1.0,18.7,36.4,231.0,,Admin,,Grenada
ALERT_0004364,2023-05-31 18:23:06.517624,Low,Phishing,,39.0,1.0,,71.2,1002.0,70.96.68.156,Support,Database,Senegal
